Contaminantes al AGUA de las e-DMAs E-PRTR ejercicio 2008 (Sumatorio cantidad másica por Contaminante);;;;;;;;;;
Ejercicio;NIF;Razón Social;NIMA;Denominación;Municipio;Tipo;Contaminante;Descripción;Cod PRTR;Cantidad masica KG/Año
2008;A48060057;CESPA CONTEN;4800005846;VERTEDERO LARRABETZU;Larrabetzu;Agua;020127;CROMO Y SUS COMPUESTOS;19;1,56
2008;A48060057;CESPA CONTEN;4800005846;VERTEDERO LARRABETZU;Larrabetzu;Agua;020112;HIERRO;(null);13,98
2008;A48060057;CESPA CONTEN;4800005846;VERTEDERO LARRABETZU;Larrabetzu;Agua;021500;SULFATOS;(null);15106,98
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000158;TTI. LLODIO, S.A.;Laudio/Llodio;Agua;022400;ACEITES Y GRASAS;(null);19701
2008;B01374925;SK2024 AERONAUTICA;0100000172;SK2024 AERONÁUTICA;Vitoria-Gasteiz;Agua;030700;DQO;(null);263,4
2008;B01218932;CELSA ATLANTIC;0100000240;LAMINACIONES ARREGUI, S.L.;Vitoria-Gasteiz;Agua;020112;HIERRO;(null);197,43859
2008;B01218932;CELSA ATLANTIC;0100000240;LAMINACIONES ARREGUI, S.L.;Vitoria-Gasteiz;Agua;021000;CIANUROS;82;0,183912
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;020401;OCTILFENOLES;87;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;010123;PENTACLOROBENCENO;48;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;010127;PCB;50;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;010124;TOXAFENO;59;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;010111;TRICLOROBENCENO;54;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;010500;CADMIO Y SUS COMPUESTOS;18;2,85
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;269938,24
2008;A01001049;QUINTON HAZELL ESPAÑA;0100000224;QUINTON HAZELL ESPAÑA;Laudio/Llodio;Agua;030800;DBO5;(null);809,76
2008;A01001049;QUINTON HAZELL ESPAÑA;0100000224;QUINTON HAZELL ESPAÑA;Laudio/Llodio;Agua;020130;NÍQUEL Y SUS COMPUESTOS;22;0,13
2008;A01001049;QUINTON HAZELL ESPAÑA;0100000224;QUINTON HAZELL ESPAÑA;Laudio/Llodio;Agua;021000;CIANUROS;82;0,042
2008;A48032734;INDUSTRIAS GALYCAS;0100000311;INDUSTRIAS GALYCAS, S.A.;Vitoria-Gasteiz;Agua;030700;DQO;(null);1638,782
2008;A48032734;INDUSTRIAS GALYCAS;0100000311;INDUSTRIAS GALYCAS, S.A.;Vitoria-Gasteiz;Agua;031000;SOLIDOS EN SUSPENSION;(null);1636,692
2008;A48032734;INDUSTRIAS GALYCAS;0100000311;INDUSTRIAS GALYCAS, S.A.;Vitoria-Gasteiz;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0,24878
2008;A48032734;INDUSTRIAS GALYCAS;0100000311;INDUSTRIAS GALYCAS, S.A.;Vitoria-Gasteiz;Agua;020132;ZINC Y SUS COMPUESTOS;24;13,6638
2008;A01394261;AIALA VIDRIO;0100000320;AIALA VIDRIO, S.A.;Laudio/Llodio;Agua;010400;MERCURIO Y SUS COMPUESTOS;21;0,08858
2008;A01394261;AIALA VIDRIO;0100000320;AIALA VIDRIO, S.A.;Laudio/Llodio;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0,08858
2008;A01129303;CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A.;0100000340;CEGASA;Vitoria-Gasteiz;Agua;020113;MANGANESO;(null);9,9
2008;A01129303;CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A.;0100000340;CEGASA;Vitoria-Gasteiz;Agua;020500;COMPUESTOS ORGANOSILICICOS TOXICOS O PERSISTENTES;(null);0,016
2008;A20516233;SNA EUROPE INDUSTRIES IBERIA;0100000388;SNA EUROPE INDUSTRIES IBERIA, S.A. (PLANTA DE VITORIA-GASTEIZ);Vitoria-Gasteiz;Agua;022200;FÓSFORO TOTAL;13;22,715
2008;A01007764;FUNDICIONES INYECTADAS ALAVESAS S.A. (FIASA);0100000471;Fundiciones Inyectadas Alavesas S.A. (FIASA);Iruña Oka/Iruña de Oca;Agua;031000;SOLIDOS EN SUSPENSION;(null);1601,42
2008;A01007764;FUNDICIONES INYECTADAS ALAVESAS S.A. (FIASA);0100000471;Fundiciones Inyectadas Alavesas S.A. (FIASA);Iruña Oka/Iruña de Oca;Agua;030800;DBO5;(null);2720,85
2008;B01418953;LITOGRAFIA ALAVESA, S.L.;0100000489;LITOGRAFIA ALAVESA - LITALSA;Oyón-Oion;Agua;020132;ZINC Y SUS COMPUESTOS;24;0,0351
2008;B01418953;LITOGRAFIA ALAVESA, S.L.;0100000489;LITOGRAFIA ALAVESA - LITALSA;Oyón-Oion;Agua;021200;FENOLES;71;0,021
2008;A01141886;CASTINOX;0100000515;CASTINOX S.A;Amurrio;Agua;010100;COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO;40;1,5637
2008;A01141886;CASTINOX;0100000515;CASTINOX S.A;Amurrio;Agua;021100;CLORUROS;79;0,135
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;010112;ALDRIN ( HDDN ) Y SUS DERIVADOS;26;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Agua;010113;DIELDRINA ( HEOD ) Y SUS DERIVADOS;36;0
2008;B61373718;PEMCO ESMALTES;0100000288;PEMCO ESMALTES (ANTIGUO EN OLARIZU, S/N);Vitoria-Gasteiz;Agua;022100;NITRÓGENO TOTAL;12;624,017
2008;B61373718;PEMCO ESMALTES;0100000288;PEMCO ESMALTES (ANTIGUO EN OLARIZU, S/N);Vitoria-Gasteiz;Agua;021801;AMONIACO;(null);282,05
2008;A48032734;INDUSTRIAS GALYCAS;0100000311;INDUSTRIAS GALYCAS, S.A.;Vitoria-Gasteiz;Agua;021300;FLUORUROS;83;2,4752
2008;A01012210;INDUSTRIA AUXILIAR ALAVESA;0100000558;INDUSTRIA AUXILIAR ALAVESA S.A.;Amurrio;Agua;020112;HIERRO;(null);0,97
2008;A01012210;INDUSTRIA AUXILIAR ALAVESA;0100000558;INDUSTRIA AUXILIAR ALAVESA S.A.;Amurrio;Agua;021801;AMONIACO;(null);0,23
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;2610,85
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Agua;021300;FLUORUROS;83;0
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Agua;010500;CADMIO Y SUS COMPUESTOS;18;0
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Agua;010400;MERCURIO Y SUS COMPUESTOS;21;0
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Agua;010102;HEXACLOROCICLOHEXANO (HCH);44;0
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Agua;010108;1,2-DICLOROETANO (DCE);34;0
2008;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;1946,593
2008;B95543625;MUGAPE;4800002739;MUGAPE S.L;Mallabia;Agua;020101;ALUMINIO;(null);79,899
2008;B95543625;MUGAPE;4800002739;MUGAPE S.L;Mallabia;Agua;020112;HIERRO;(null);11,66
2008;B48303705;RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES;4800002768;RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES;Barakaldo;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0,54
2008;B48303705;RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES;4800002768;RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES;Barakaldo;Agua;020113;MANGANESO;(null);0,2
2008;B48303705;RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES;4800002768;RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES;Barakaldo;Agua;021100;CLORUROS;79;6150,6
2008;B48303705;RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES;4800002768;RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES;Barakaldo;Agua;020125;SODIO;(null);5718,59
2008;A48172704;MONTORRETAS;4800002936;Montorretas;Durango;Agua;020109;COBRE;(null);0,28
2008;A48172704;MONTORRETAS;4800002936;Montorretas;Durango;Agua;020115;NIQUEL;(null);0,88
2008;A48172704;MONTORRETAS;4800002936;Montorretas;Durango;Agua;031000;SOLIDOS EN SUSPENSION;(null);60,63
2008;A48172704;MONTORRETAS;4800002936;Montorretas;Durango;Agua;020400;DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL;(null);0,33
2008;A48816193;SOGECAR;4800003016;SOGECAR, S.A.;Zamudio;Agua;020110;CROMO;(null);0
2008;A48816193;SOGECAR;4800003016;SOGECAR, S.A.;Zamudio;Agua;020115;NIQUEL;(null);0
2008;A48816193;SOGECAR;4800003016;SOGECAR, S.A.;Zamudio;Agua;020117;PLOMO;(null);0
2008;F48067607;MAIER;4800003077;MAIER, S.COOP.;Ajangiz;Agua;031000;SOLIDOS EN SUSPENSION;(null);3423,692
2008;F48067607;MAIER;4800003077;MAIER, S.COOP.;Ajangiz;Agua;021801;AMONIACO;(null);133,221
2008;F48067607;MAIER;4800003077;MAIER, S.COOP.;Ajangiz;Agua;022400;ACEITES Y GRASAS;(null);397,315
2008;F48067607;MAIER;4800003077;MAIER, S.COOP.;Ajangiz;Agua;020127;CROMO Y SUS COMPUESTOS;19;328,427
2008;F48067607;MAIER;4800003077;MAIER, S.COOP.;Ajangiz;Agua;020131;PLOMO Y SUS COMPUESTOS;23;6,112
2008;A48716633;EUSKAL KATAFORESIS;4800003080;EKT;Iurreta;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0
2008;A48716633;EUSKAL KATAFORESIS;4800003080;EKT;Iurreta;Agua;020112;HIERRO;(null);7,24
2008;A48716633;EUSKAL KATAFORESIS;4800003080;EKT;Iurreta;Agua;021000;CIANUROS;82;0,177
2008;A48716633;EUSKAL KATAFORESIS;4800003080;EKT;Iurreta;Agua;011004;BENZO(a)PIRENO (COMO PAH);(null);0
2008;F48565261;FURESA;4800003220;FURESA S. COOP;Iurreta;Agua;020127;CROMO Y SUS COMPUESTOS;19;0,286
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;0,06
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;Agua;010500;CADMIO Y SUS COMPUESTOS;18;0
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;Agua;030900;MATERIAS SEDIMENTABLES;(null);944,72
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;Agua;021400;NITRATOS;(null);0
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;Agua;010111;TRICLOROBENCENO;54;0
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;Agua;010104;TETRACLORURO DE CARBONO;(null);0
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;Agua;010803;TOLUENO (COMO BTEX);73;0,03
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;Agua;011007;INDENO(1, 2, 3-cd)PIRENO (COMO PAH);(null);0
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;Agua;011001;ANTRACENO;61;0
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;Agua;010107;HEXACLOROBUTADIENO (HCBD);43;0
2008;A81046856;ARCELORMITTAL ESPAÑA;4800003347;ArcelorMittal España - Fca. de Etxebarri;Etxebarri, Ant S. Esteban-Etxebarri D. E.;Agua;022400;ACEITES Y GRASAS;(null);2501,63
2008;A81046856;ARCELORMITTAL ESPAÑA;4800003347;ArcelorMittal España - Fca. de Etxebarri;Etxebarri, Ant S. Esteban-Etxebarri D. E.;Agua;031000;SOLIDOS EN SUSPENSION;(null);63678,97
2008;A81046856;ARCELORMITTAL ESPAÑA;4800003347;ArcelorMittal España - Fca. de Etxebarri;Etxebarri, Ant S. Esteban-Etxebarri D. E.;Agua;020115;NIQUEL;(null);11,23
2008;A81046856;ARCELORMITTAL ESPAÑA;4800003347;ArcelorMittal España - Fca. de Etxebarri;Etxebarri, Ant S. Esteban-Etxebarri D. E.;Agua;021801;AMONIACO;(null);226,83
2008;B20529814;CROMADOS AZKOITIA;2000002289;CROMADOS AZKOITIA S.L.;Azkoitia;Agua;011007;INDENO(1, 2, 3-cd)PIRENO (COMO PAH);(null);0
2008;A20864856;UROLA ERDIKO LAPATX ZABORTEGIA;2000002331;LAPATX ZABORTEGIA;Azpeitia;Agua;010500;CADMIO Y SUS COMPUESTOS;18;7,51
2008;A20864856;UROLA ERDIKO LAPATX ZABORTEGIA;2000002331;LAPATX ZABORTEGIA;Azpeitia;Agua;022100;NITRÓGENO TOTAL;12;99671,17
2008;A20864856;UROLA ERDIKO LAPATX ZABORTEGIA;2000002331;LAPATX ZABORTEGIA;Azpeitia;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;18,77
2008;A48153654;PRODUCTOS DE FUNDICION;4800003356;PRODUCTOS DE FUNDICION;Barakaldo;Agua;021000;CIANUROS;82;0,546
2008;G48517262;LARRABE OILOTEGIA SAT Nº 130;4800003452;LARRABE OILOTEGIA;Gamiz-Fika;Agua;020132;ZINC Y SUS COMPUESTOS;24;62,46
2008;A20016382;GKN DRIVELINE ZUMAIA;2000001895;GKN DRIVELINE LEGAZPI S.A.;Legazpi;Agua;021100;CLORUROS;79;572,98
2008;A20016382;GKN DRIVELINE ZUMAIA;2000001895;GKN DRIVELINE LEGAZPI S.A.;Legazpi;Agua;030800;DBO5;(null);0,1
2008;A20542015;SAVASA IMP;2000001921;SAVASA IMP, S.A;Usurbil;Agua;031000;SOLIDOS EN SUSPENSION;(null);0
2008;A20542015;SAVASA IMP;2000001921;SAVASA IMP, S.A;Usurbil;Agua;022500;NITROGENO NITRICO;(null);0
2008;A20542015;SAVASA IMP;2000001921;SAVASA IMP, S.A;Usurbil;Agua;022100;NITRÓGENO TOTAL;12;0
2008;A48969935;TREFILADOS DE URBINA;0100001855;TREFILADOS DE URBINA,S.A;Legutiano;Agua;031000;SOLIDOS EN SUSPENSION;(null);0
2008;A48969935;TREFILADOS DE URBINA;0100001855;TREFILADOS DE URBINA,S.A;Legutiano;Agua;030800;DBO5;(null);0
2008;A48969935;TREFILADOS DE URBINA;0100001855;TREFILADOS DE URBINA,S.A;Legutiano;Agua;021500;SULFATOS;(null);0
2008;A48969935;TREFILADOS DE URBINA;0100001855;TREFILADOS DE URBINA,S.A;Legutiano;Agua;020110;CROMO;(null);0
2008;B20529814;CROMADOS AZKOITIA;2000002289;CROMADOS AZKOITIA S.L.;Azkoitia;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;37,830098
2008;B20529814;CROMADOS AZKOITIA;2000002289;CROMADOS AZKOITIA S.L.;Azkoitia;Agua;031000;SOLIDOS EN SUSPENSION;(null);66,11085
2008;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;Agua;010500;CADMIO Y SUS COMPUESTOS;18;0
2008;B48773485;BILBOZINC;4800003148;BILBOZINC, S.L;Bedia;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;0,072
2008;B48773485;BILBOZINC;4800003148;BILBOZINC, S.L;Bedia;Agua;020101;ALUMINIO;(null);1,449
2008;B48773485;BILBOZINC;4800003148;BILBOZINC, S.L;Bedia;Agua;021000;CIANUROS;82;2,75
2008;B48773485;BILBOZINC;4800003148;BILBOZINC, S.L;Bedia;Agua;020128;COBRE Y SUS COMPUESTOS;20;1,698
2008;B48773485;BILBOZINC;4800003148;BILBOZINC, S.L;Bedia;Agua;011003;FLUORANTENO;88;0,000724
2008;A48026421;MEBUNIK, S.A.;4800001693;MEBUNIK;Barakaldo;Agua;020132;ZINC Y SUS COMPUESTOS;24;63,89
2008;A48226047;AL-KO RECORD;4800002054;AL-KO RECORD, S.A.;Abadiño;Agua;030700;DQO;(null);3868,02
2008;A48768121;BEFESA ZINC SONDIKA;4800001740;Befesa Zinc Sondika, S.A.U.;Sondika;Agua;031000;SOLIDOS EN SUSPENSION;(null);16,901
2008;A48768121;BEFESA ZINC SONDIKA;4800001740;Befesa Zinc Sondika, S.A.U.;Sondika;Agua;011008;BENZO(g, h, i)PERILENO (COMO PAH);(null);0
2008;A48204796;FUNDICION NODULAR FLESIC;4800001754;FUNDICION NODULAR FLESIC, S.A.;Iurreta;Agua;020112;HIERRO;(null);23,963
2008;A48035109;INDUSTRIA DE MADERAS AGLOMERADAS;4800001786;INAMA;Muxika;Agua;030800;DBO5;(null);2225,63
2008;A48035109;INDUSTRIA DE MADERAS AGLOMERADAS;4800001786;INAMA;Muxika;Agua;030700;DQO;(null);9209,52
2008;A20019758;INYECTAMETAL;4800001819;INYECTAMETAL;Abadiño;Agua;022400;ACEITES Y GRASAS;(null);3077,085
2008;A20019758;INYECTAMETAL;4800001819;INYECTAMETAL;Abadiño;Agua;020117;PLOMO;(null);0,262
2008;A20019758;INYECTAMETAL;4800001819;INYECTAMETAL;Abadiño;Agua;020124;CALCIO;(null);958,327
2008;A20019758;INYECTAMETAL;4800001819;INYECTAMETAL;Abadiño;Agua;020126;POTASIO;(null);307,738
2008;A48053243;PETROLEOS DEL NORTE;4800001916;PETRONOR;Muskiz;Agua;021200;FENOLES;71;31,68
2008;A48053243;PETROLEOS DEL NORTE;4800001916;PETRONOR;Muskiz;Agua;022100;NITRÓGENO TOTAL;12;6723,4
2008;A48053243;PETROLEOS DEL NORTE;4800001916;PETRONOR;Muskiz;Agua;020800;HIDROCARBUROS DE ORIGEN PETROLIFERO NO PERSISTENTES;(null);6884
2008;A20094769;AVICOLA GORROTXATEGI;2000003014;AVICOLA GORROTXATEGI S.A.;Idiazabal;Agua;030700;DQO;(null);0
2008;A20094769;AVICOLA GORROTXATEGI;2000003014;AVICOLA GORROTXATEGI S.A.;Idiazabal;Agua;022200;FÓSFORO TOTAL;13;0
2008;A01038074;EKONOR;4800004207;Vertedero de Bistibieta;Lemoa;Agua;010500;CADMIO Y SUS COMPUESTOS;18;0,4724
2008;A01038074;EKONOR;4800004207;Vertedero de Bistibieta;Lemoa;Agua;020602;FOSFORO ELEMENTAL;(null);2,88
2008;A01038074;EKONOR;4800004207;Vertedero de Bistibieta;Lemoa;Agua;020124;CALCIO;(null);19356,64
2008;A01038074;EKONOR;4800004207;Vertedero de Bistibieta;Lemoa;Agua;020126;POTASIO;(null);29150,18
2008;A01038074;EKONOR;4800004207;Vertedero de Bistibieta;Lemoa;Agua;021500;SULFATOS;(null);1843,49
2008;A08016263;FMC-FORET;4800001598;FMC-FORET, S.A.;Zamudio;Agua;031000;SOLIDOS EN SUSPENSION;(null);578
2008;A50005784;TENNECO AUTOMOTIVE IBERICA;4800001661;TENNECO AUTOMOTIVE IBERICA;Ermua;Agua;021100;CLORUROS;79;530
2008;A50005784;TENNECO AUTOMOTIVE IBERICA;4800001661;TENNECO AUTOMOTIVE IBERICA;Ermua;Agua;020128;COBRE Y SUS COMPUESTOS;20;0,35
2008;A50005784;TENNECO AUTOMOTIVE IBERICA;4800001661;TENNECO AUTOMOTIVE IBERICA;Ermua;Agua;020127;CROMO Y SUS COMPUESTOS;19;3,03
2008;A50005784;TENNECO AUTOMOTIVE IBERICA;4800001661;TENNECO AUTOMOTIVE IBERICA;Ermua;Agua;020130;NÍQUEL Y SUS COMPUESTOS;22;5,94
2008;A50005784;TENNECO AUTOMOTIVE IBERICA;4800001661;TENNECO AUTOMOTIVE IBERICA;Ermua;Agua;022100;NITRÓGENO TOTAL;12;21,69
2008;A50005784;TENNECO AUTOMOTIVE IBERICA;4800001661;TENNECO AUTOMOTIVE IBERICA;Ermua;Agua;020132;ZINC Y SUS COMPUESTOS;24;609,206
2008;A50005784;TENNECO AUTOMOTIVE IBERICA;4800001661;TENNECO AUTOMOTIVE IBERICA;Ermua;Agua;011003;FLUORANTENO;88;0
2008;A50005784;TENNECO AUTOMOTIVE IBERICA;4800001661;TENNECO AUTOMOTIVE IBERICA;Ermua;Agua;011007;INDENO(1, 2, 3-cd)PIRENO (COMO PAH);(null);0
2008;A48159149;INDUMETAL RECYCLING, S.A.;4800002383;INDUMETAL RECYCLING, S.A;Erandio;Agua;031000;SOLIDOS EN SUSPENSION;(null);152,849
2008;A48171102;BEFESA ZINC ASER;4800002385;BEFESA ZINC ASER, S.A.;Erandio;Agua;021100;CLORUROS;79;3888150,84
2008;A48171102;BEFESA ZINC ASER;4800002385;BEFESA ZINC ASER, S.A.;Erandio;Agua;020112;HIERRO;(null);138,87
2008;B95358081;FUCHOSA;4800002524;FUCHOSA,S.L.;Atxondo;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0,5536
2008;B95358081;FUCHOSA;4800002524;FUCHOSA,S.L.;Atxondo;Agua;020132;ZINC Y SUS COMPUESTOS;24;4,01832
2008;B95358081;FUCHOSA;4800002524;FUCHOSA,S.L.;Atxondo;Agua;020101;ALUMINIO;(null);5,56368
2008;B95358081;FUCHOSA;4800002524;FUCHOSA,S.L.;Atxondo;Agua;030700;DQO;(null);4359,6
2008;A48212567;GARBIKER A.B. (S.A.);4800014900;VERTEDERO DE R.U. DE JATA;Lemoiz;Agua;020128;COBRE Y SUS COMPUESTOS;20;31,61
2008;A48212567;GARBIKER A.B. (S.A.);4800014900;VERTEDERO DE R.U. DE JATA;Lemoiz;Agua;020127;CROMO Y SUS COMPUESTOS;19;15,49
2008;A48212567;GARBIKER A.B. (S.A.);4800014900;VERTEDERO DE R.U. DE JATA;Lemoiz;Agua;011003;FLUORANTENO;88;0
2008;A48212567;GARBIKER A.B. (S.A.);4800014900;VERTEDERO DE R.U. DE JATA;Lemoiz;Agua;010202;CLORFENVINFOS;30;0
2008;A48020580;ZF SACHS ESPAÑA;4800009043;ZF SACHS ESPAÑA;Lezama;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0
2008;A95075586;IBERDROLA GENERACION, S.A.U.;4800011346;CENTRAL TÉRMICA DE SANTURCE;Santurtzi;Agua;020128;COBRE Y SUS COMPUESTOS;20;0,75196268
2008;A95075586;IBERDROLA GENERACION, S.A.U.;4800011346;CENTRAL TÉRMICA DE SANTURCE;Santurtzi;Agua;020132;ZINC Y SUS COMPUESTOS;24;1,84093
2008;B48943708;DIC COATINGS;4800011770;DIC COATINGS;Abanto y Ciérvana-Abanto Zierbena;Agua;010100;COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO;40;0,254
2008;A48529358;PRODUCTOS TUBULARES;4800012172;PRODUCTOS TUBULARES - CENTRO DE ACERÍA;Sestao;Agua;020127;CROMO Y SUS COMPUESTOS;19;0,671
2008;B48032049;FUNDICIONES SAN ANTONIO DE URKIOLA;4800014879;FUNDICIONES SAN ANTONIO DE URKIOLA;Durango;Agua;031000;SOLIDOS EN SUSPENSION;(null);406,33
2008;B48032049;FUNDICIONES SAN ANTONIO DE URKIOLA;4800014879;FUNDICIONES SAN ANTONIO DE URKIOLA;Durango;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;0
2008;B48032049;FUNDICIONES SAN ANTONIO DE URKIOLA;4800014879;FUNDICIONES SAN ANTONIO DE URKIOLA;Durango;Agua;020111;ESTAÑO;(null);0
2008;B48032049;FUNDICIONES SAN ANTONIO DE URKIOLA;4800014879;FUNDICIONES SAN ANTONIO DE URKIOLA;Durango;Agua;020125;SODIO;(null);62,38
2008;B95047338;FUNDICIONES PALACIO;4800014880;FUNDICIONES PALACIO;Basauri;Agua;020128;COBRE Y SUS COMPUESTOS;20;0,36
2008;A48192108;TRADEBE;4800002517;TRADEBE;Muskiz;Agua;010400;MERCURIO Y SUS COMPUESTOS;21;0,082
2008;A48192108;TRADEBE;4800002517;TRADEBE;Muskiz;Agua;010500;CADMIO Y SUS COMPUESTOS;18;0
2008;A48192108;TRADEBE;4800002517;TRADEBE;Muskiz;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0
2008;A48192108;TRADEBE;4800002517;TRADEBE;Muskiz;Agua;021000;CIANUROS;82;0,328
2008;A48090823;BEFESA DESULFURACION;4800002200;BEFESA DESULFURACIÓN, S.A.;Barakaldo;Agua;010100;COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO;40;30,61
2008;A48090823;BEFESA DESULFURACION;4800002200;BEFESA DESULFURACIÓN, S.A.;Barakaldo;Agua;010400;MERCURIO Y SUS COMPUESTOS;21;0,21
2008;A48090823;BEFESA DESULFURACION;4800002200;BEFESA DESULFURACIÓN, S.A.;Barakaldo;Agua;020128;COBRE Y SUS COMPUESTOS;20;0,686
2008;A48090823;BEFESA DESULFURACION;4800002200;BEFESA DESULFURACIÓN, S.A.;Barakaldo;Agua;011000;HIDROCARBUROS AROMÁTICOS POLÍCICLICOS (PAH);72;0
2008;A48090823;BEFESA DESULFURACION;4800002200;BEFESA DESULFURACIÓN, S.A.;Barakaldo;Agua;020401;OCTILFENOLES;87;0
2008;A48159149;INDUMETAL RECYCLING, S.A.;4800002383;INDUMETAL RECYCLING, S.A;Erandio;Agua;020132;ZINC Y SUS COMPUESTOS;24;6,089
2008;A48159149;INDUMETAL RECYCLING, S.A.;4800002383;INDUMETAL RECYCLING, S.A;Erandio;Agua;030700;DQO;(null);205,991
2008;B48948830;BIZKAIA ENERGIA;4800015498;Bizkaia Energia S.L.;Amorebieta-Etxano;Agua;021100;CLORUROS;79;0
2008;B48948830;BIZKAIA ENERGIA;4800015498;Bizkaia Energia S.L.;Amorebieta-Etxano;Agua;020602;FOSFORO ELEMENTAL;(null);0
